,hour,Ein,Eout,lbmp,charge_state,time_stamp
2250,2250,0.0,100.0,44.68,166.139084362688,2017-04-04 19:00:00
2251,2251,0.0,53.1726674375733,41.71,57.6738554533596,2017-04-04 20:00:00
2252,2252,0.0,0.0,37.34,0.0,2017-04-04 21:00:00
2253,2253,-0.0,0.0,28.59,0.0,2017-04-04 22:00:00
2254,2254,-0.0,0.0,26.45,0.0,2017-04-04 23:00:00
2255,2255,0.0,0.0,26.56,0.0,2017-04-05 00:00:00
2256,2256,16.9304578186562,0.0,24.32,0.0,2017-04-05 01:00:00
2257,2257,100.0,0.0,23.99,15.6091108541422,2017-04-05 02:00:00
2258,2258,100.0,0.0,24.16,107.804555427071,2017-04-05 03:00:00
2259,2259,-0.0,0.0,24.83,200.0,2017-04-05 04:00:00
2260,2260,0.0,0.0,26.86,200.0,2017-04-05 05:00:00
2261,2261,0.0,0.0,32.15,200.0,2017-04-05 06:00:00
2262,2262,0.0,0.0,35.89,200.0,2017-04-05 07:00:00
2263,2263,0.0,0.0,36.58,200.0,2017-04-05 08:00:00
2264,2264,0.0,0.0,40.49,200.0,2017-04-05 09:00:00
2265,2265,0.0,0.0,40.7,200.0,2017-04-05 10:00:00
2266,2266,0.0,0.0,41.21,200.0,2017-04-05 11:00:00
2267,2267,0.0,0.0,40.69,200.0,2017-04-05 12:00:00
2268,2268,0.0,0.0,39.93,200.0,2017-04-05 13:00:00
2269,2269,0.0,0.0,39.2,200.0,2017-04-05 14:00:00
2270,2270,0.0,0.0,39.68,200.0,2017-04-05 15:00:00
2271,2271,0.0,0.0,41.08,200.0,2017-04-05 16:00:00
2272,2272,0.0,0.0,41.21,200.0,2017-04-05 17:00:00
2273,2273,0.0,0.0,39.94,200.0,2017-04-05 18:00:00
2274,2274,0.0,100.0,42.98,200.0,2017-04-05 19:00:00
2275,2275,0.0,84.3908891458578,42.82,91.5347710906719,2017-04-05 20:00:00
2276,2276,-0.0,0.0,33.99,0.0,2017-04-05 21:00:00
2277,2277,-0.0,0.0,30.06,0.0,2017-04-05 22:00:00
2278,2278,-0.0,0.0,24.79,0.0,2017-04-05 23:00:00
2279,2279,100.0,0.0,23.61,0.0,2017-04-06 00:00:00
2280,2280,100.0,0.0,23.19,92.1954445729289,2017-04-06 01:00:00
2281,2281,0.0,0.0,24.34,184.390889145858,2017-04-06 02:00:00
2282,2282,16.9304578186562,0.0,24.07,184.390889145858,2017-04-06 03:00:00
2283,2283,-0.0,0.0,24.6,200.0,2017-04-06 04:00:00
2284,2284,-0.0,0.0,27.61,200.0,2017-04-06 05:00:00
2285,2285,0.0,0.0,36.56,200.0,2017-04-06 06:00:00
2286,2286,0.0,0.0,45.37,200.0,2017-04-06 07:00:00
2287,2287,0.0,0.0,46.18,200.0,2017-04-06 08:00:00
2288,2288,0.0,0.0,46.03,200.0,2017-04-06 09:00:00
2289,2289,0.0,2.6203521364587e-14,47.11,200.0,2017-04-06 10:00:00
2290,2290,0.0,0.0,44.72,200.0,2017-04-06 11:00:00
2291,2291,0.0,0.0,44.0,200.0,2017-04-06 12:00:00
2292,2292,0.0,0.0,42.53,200.0,2017-04-06 13:00:00
2293,2293,0.0,0.0,41.19,200.0,2017-04-06 14:00:00
2294,2294,0.0,0.0,40.7,200.0,2017-04-06 15:00:00
2295,2295,0.0,0.0,40.73,200.0,2017-04-06 16:00:00
2296,2296,0.0,0.0,43.09,200.0,2017-04-06 17:00:00
2297,2297,0.0,0.0,43.04,200.0,2017-04-06 18:00:00
2298,2298,0.0,100.0,49.22,200.0,2017-04-06 19:00:00
2299,2299,0.0,84.3908891458577,49.14,91.5347710906719,2017-04-06 20:00:00
2300,2300,0.0,0.0,39.57,0.0,2017-04-06 21:00:00
2301,2301,-0.0,0.0,32.56,0.0,2017-04-06 22:00:00
2302,2302,-0.0,0.0,28.82,0.0,2017-04-06 23:00:00
2303,2303,-0.0,0.0,27.76,0.0,2017-04-07 00:00:00
2304,2304,0.0,0.0,27.98,0.0,2017-04-07 01:00:00
2305,2305,16.9304578186562,0.0,26.77,0.0,2017-04-07 02:00:00
2306,2306,100.0,0.0,25.33,15.6091108541422,2017-04-07 03:00:00
2307,2307,100.0,0.0,25.78,107.804555427071,2017-04-07 04:00:00
2308,2308,-0.0,0.0,28.52,200.0,2017-04-07 05:00:00
2309,2309,0.0,0.0,33.64,200.0,2017-04-07 06:00:00
2310,2310,0.0,0.0,43.25,200.0,2017-04-07 07:00:00
2311,2311,0.0,0.0,43.0,200.0,2017-04-07 08:00:00
2312,2312,0.0,15.6091108541422,44.04,200.0,2017-04-07 09:00:00
2313,2313,0.0,0.0,43.13,183.069542181344,2017-04-07 10:00:00
2314,2314,0.0,4.2632564145606e-14,43.21,183.069542181344,2017-04-07 11:00:00
2315,2315,0.0,0.0,41.13,183.069542181344,2017-04-07 12:00:00
2316,2316,0.0,0.0,39.25,183.069542181344,2017-04-07 13:00:00
2317,2317,0.0,0.0,38.0,183.069542181344,2017-04-07 14:00:00
2318,2318,18.3636598284027,0.0,34.35,183.069542181344,2017-04-07 15:00:00
2319,2319,0.0,0.0,36.79,200.0,2017-04-07 16:00:00
2320,2320,0.0,0.0,38.33,200.0,2017-04-07 17:00:00
2321,2321,0.0,0.0,40.19,200.0,2017-04-07 18:00:00
2322,2322,0.0,100.0,44.03,200.0,2017-04-07 19:00:00
2323,2323,0.0,84.3908891458577,43.26,91.5347710906719,2017-04-07 20:00:00
2324,2324,-0.0,0.0,35.87,0.0,2017-04-07 21:00:00
2325,2325,-0.0,0.0,29.69,0.0,2017-04-07 22:00:00
2326,2326,-0.0,0.0,26.89,0.0,2017-04-07 23:00:00
2327,2327,0.0,0.0,29.4,0.0,2017-04-08 00:00:00
2328,2328,-0.0,0.0,26.59,0.0,2017-04-08 01:00:00
2329,2329,-0.0,0.0,25.48,0.0,2017-04-08 02:00:00
2330,2330,16.9304578186562,0.0,25.18,0.0,2017-04-08 03:00:00
2331,2331,100.0,0.0,24.86,15.6091108541422,2017-04-08 04:00:00
2332,2332,100.0,0.0,23.75,107.804555427071,2017-04-08 05:00:00
2333,2333,-0.0,0.0,25.36,200.0,2017-04-08 06:00:00
2334,2334,0.0,0.0,26.6,200.0,2017-04-08 07:00:00
2335,2335,0.0,0.0,34.03,200.0,2017-04-08 08:00:00
2336,2336,0.0,15.6091108541422,39.15,200.0,2017-04-08 09:00:00
2337,2337,0.0,0.0,36.81,183.069542181344,2017-04-08 10:00:00
2338,2338,0.0,0.0,35.58,183.069542181344,2017-04-08 11:00:00
2339,2339,0.0,0.0,32.87,183.069542181344,2017-04-08 12:00:00
2340,2340,0.0,0.0,30.7,183.069542181344,2017-04-08 13:00:00
2341,2341,0.0,0.0,27.79,183.069542181344,2017-04-08 14:00:00
2342,2342,18.3636598284026,0.0,25.9,183.069542181344,2017-04-08 15:00:00
2343,2343,0.0,0.0,30.36,200.0,2017-04-08 16:00:00
2344,2344,0.0,0.0,32.22,200.0,2017-04-08 17:00:00
2345,2345,0.0,0.0,32.6,200.0,2017-04-08 18:00:00
2346,2346,0.0,84.3908891458578,42.06,200.0,2017-04-08 19:00:00
2347,2347,0.0,100.0,43.82,108.465228909328,2017-04-08 20:00:00
2348,2348,0.0,0.0,36.06,0.0,2017-04-08 21:00:00
2349,2349,0.0,0.0,29.11,0.0,2017-04-08 22:00:00
2350,2350,0.0,0.0,26.95,0.0,2017-04-08 23:00:00
2351,2351,0.0,0.0,28.16,0.0,2017-04-09 00:00:00
2352,2352,0.0,0.0,25.95,0.0,2017-04-09 01:00:00
2353,2353,16.9304578186562,0.0,24.34,0.0,2017-04-09 02:00:00
2354,2354,100.0,0.0,24.29,15.6091108541422,2017-04-09 03:00:00
2355,2355,100.0,0.0,24.25,107.804555427071,2017-04-09 04:00:00
2356,2356,0.0,0.0,25.23,200.0,2017-04-09 05:00:00
2357,2357,0.0,0.0,25.06,200.0,2017-04-09 06:00:00
2358,2358,0.0,0.0,27.06,200.0,2017-04-09 07:00:00
2359,2359,0.0,0.0,32.25,200.0,2017-04-09 08:00:00
2360,2360,0.0,15.6091108541422,35.47,200.0,2017-04-09 09:00:00
2361,2361,0.0,0.0,34.01,183.069542181344,2017-04-09 10:00:00
2362,2362,0.0,0.0,32.63,183.069542181344,2017-04-09 11:00:00
2363,2363,0.0,0.0,29.67,183.069542181344,2017-04-09 12:00:00
2364,2364,0.0,0.0,27.41,183.069542181344,2017-04-09 13:00:00
2365,2365,0.0,0.0,25.9,183.069542181344,2017-04-09 14:00:00
2366,2366,18.3636598284026,0.0,25.54,183.069542181344,2017-04-09 15:00:00
2367,2367,-0.0,0.0,26.08,200.0,2017-04-09 16:00:00
2368,2368,0.0,0.0,29.4,200.0,2017-04-09 17:00:00
2369,2369,0.0,0.0,31.06,200.0,2017-04-09 18:00:00
2370,2370,0.0,84.3908891458578,39.75,200.0,2017-04-09 19:00:00
2371,2371,0.0,100.0,40.62,108.465228909328,2017-04-09 20:00:00
2372,2372,0.0,0.0,33.85,0.0,2017-04-09 21:00:00
2373,2373,0.0,0.0,25.61,0.0,2017-04-09 22:00:00
2374,2374,0.0,0.0,23.92,0.0,2017-04-09 23:00:00
2375,2375,0.0,0.0,23.34,0.0,2017-04-10 00:00:00
2376,2376,-0.0,0.0,21.69,0.0,2017-04-10 01:00:00
2377,2377,100.0,0.0,20.69,0.0,2017-04-10 02:00:00
2378,2378,100.0,0.0,20.3,92.1954445729289,2017-04-10 03:00:00
2379,2379,16.9304578186562,0.0,21.08,184.390889145858,2017-04-10 04:00:00
2380,2380,0.0,0.0,23.87,200.0,2017-04-10 05:00:00
2381,2381,0.0,0.0,29.56,200.0,2017-04-10 06:00:00
2382,2382,0.0,0.0,35.38,200.0,2017-04-10 07:00:00
2383,2383,0.0,0.0,36.61,200.0,2017-04-10 08:00:00
2384,2384,0.0,0.0,38.37,200.0,2017-04-10 09:00:00
2385,2385,0.0,0.0,35.7,200.0,2017-04-10 10:00:00
2386,2386,0.0,0.0,42.02,200.0,2017-04-10 11:00:00
2387,2387,0.0,0.0,42.06,200.0,2017-04-10 12:00:00
2388,2388,0.0,0.0,42.08,200.0,2017-04-10 13:00:00
2389,2389,0.0,15.6091108541422,44.29,200.0,2017-04-10 14:00:00
2390,2390,18.3636598284026,0.0,32.91,183.069542181344,2017-04-10 15:00:00
2391,2391,0.0,0.0,34.24,200.0,2017-04-10 16:00:00
2392,2392,0.0,0.0,37.7,200.0,2017-04-10 17:00:00
2393,2393,0.0,0.0,39.96,200.0,2017-04-10 18:00:00
2394,2394,0.0,84.3908891458578,43.91,200.0,2017-04-10 19:00:00
2395,2395,0.0,100.0,45.83,108.465228909328,2017-04-10 20:00:00
2396,2396,0.0,0.0,35.14,0.0,2017-04-10 21:00:00
2397,2397,-0.0,0.0,27.56,0.0,2017-04-10 22:00:00
2398,2398,-0.0,0.0,24.67,0.0,2017-04-10 23:00:00
2399,2399,-0.0,0.0,23.85,0.0,2017-04-11 00:00:00
2400,2400,-0.0,0.0,22.55,0.0,2017-04-11 01:00:00
2401,2401,16.9304578186562,0.0,21.23,0.0,2017-04-11 02:00:00
2402,2402,100.0,0.0,20.67,15.6091108541422,2017-04-11 03:00:00
2403,2403,0.0,0.0,21.51,107.804555427071,2017-04-11 04:00:00
2404,2404,100.0,0.0,20.94,107.804555427071,2017-04-11 05:00:00
2405,2405,-0.0,0.0,26.42,200.0,2017-04-11 06:00:00
2406,2406,0.0,0.0,40.05,200.0,2017-04-11 07:00:00
2407,2407,0.0,0.0,42.64,200.0,2017-04-11 08:00:00
2408,2408,0.0,0.0,44.17,200.0,2017-04-11 09:00:00
2409,2409,0.0,0.0,42.02,200.0,2017-04-11 10:00:00
2410,2410,0.0,0.0,48.32,200.0,2017-04-11 11:00:00
2411,2411,0.0,0.0,50.57,200.0,2017-04-11 12:00:00
2412,2412,0.0,0.0,48.17,200.0,2017-04-11 13:00:00
2413,2413,0.0,0.0,48.36,200.0,2017-04-11 14:00:00
2414,2414,0.0,0.0,46.95,200.0,2017-04-11 15:00:00
2415,2415,0.0,15.6091108541422,52.28,200.0,2017-04-11 16:00:00
2416,2416,0.0,0.0,50.08,183.069542181344,2017-04-11 17:00:00
2417,2417,0.0,0.0,45.49,183.069542181344,2017-04-11 18:00:00
2418,2418,0.0,68.7817782917155,49.06,183.069542181344,2017-04-11 19:00:00
2419,2419,0.0,100.0,54.41,108.465228909328,2017-04-11 20:00:00
2420,2420,-0.0,0.0,41.34,0.0,2017-04-11 21:00:00
2421,2421,-0.0,0.0,33.04,0.0,2017-04-11 22:00:00
2422,2422,-0.0,0.0,25.11,0.0,2017-04-11 23:00:00
2423,2423,-0.0,0.0,22.39,0.0,2017-04-12 00:00:00
2424,2424,-0.0,0.0,20.25,0.0,2017-04-12 01:00:00
2425,2425,100.0,0.0,17.92,0.0,2017-04-12 02:00:00
2426,2426,100.0,0.0,19.05,92.1954445729289,2017-04-12 03:00:00
2427,2427,16.9304578186562,0.0,19.8,184.390889145858,2017-04-12 04:00:00
2428,2428,-0.0,0.0,22.1,200.0,2017-04-12 05:00:00
2429,2429,0.0,0.0,31.96,200.0,2017-04-12 06:00:00
2430,2430,0.0,0.0,37.77,200.0,2017-04-12 07:00:00
2431,2431,0.0,0.0,41.91,200.0,2017-04-12 08:00:00
2432,2432,0.0,0.0,42.6,200.0,2017-04-12 09:00:00
2433,2433,0.0,0.0,42.18,200.0,2017-04-12 10:00:00
2434,2434,0.0,0.0,44.89,200.0,2017-04-12 11:00:00
2435,2435,0.0,0.0,42.0,200.0,2017-04-12 12:00:00
2436,2436,0.0,0.0,41.26,200.0,2017-04-12 13:00:00
2437,2437,0.0,0.0,39.5,200.0,2017-04-12 14:00:00
2438,2438,0.0,0.0,39.02,200.0,2017-04-12 15:00:00
2439,2439,0.0,0.0,39.28,200.0,2017-04-12 16:00:00
2440,2440,0.0,0.0,40.41,200.0,2017-04-12 17:00:00
2441,2441,0.0,0.0,39.81,200.0,2017-04-12 18:00:00
2442,2442,0.0,84.3908891458578,45.15,200.0,2017-04-12 19:00:00
2443,2443,0.0,100.0,47.16,108.465228909328,2017-04-12 20:00:00
2444,2444,0.0,0.0,38.49,0.0,2017-04-12 21:00:00
2445,2445,-0.0,0.0,31.31,0.0,2017-04-12 22:00:00
2446,2446,-0.0,0.0,25.51,0.0,2017-04-12 23:00:00
2447,2447,-0.0,0.0,20.51,0.0,2017-04-13 00:00:00
2448,2448,-0.0,0.0,19.41,0.0,2017-04-13 01:00:00
2449,2449,100.0,0.0,17.17,0.0,2017-04-13 02:00:00
2450,2450,100.0,0.0,17.34,92.1954445729289,2017-04-13 03:00:00
2451,2451,16.9304578186562,0.0,17.49,184.390889145858,2017-04-13 04:00:00
2452,2452,0.0,0.0,20.05,200.0,2017-04-13 05:00:00
2453,2453,0.0,0.0,28.74,200.0,2017-04-13 06:00:00
2454,2454,0.0,0.0,32.12,200.0,2017-04-13 07:00:00
2455,2455,0.0,0.0,34.44,200.0,2017-04-13 08:00:00
2456,2456,0.0,15.6091108541422,35.67,200.0,2017-04-13 09:00:00
2457,2457,0.0,0.0,35.07,183.069542181344,2017-04-13 10:00:00
2458,2458,0.0,0.0,35.43,183.069542181344,2017-04-13 11:00:00
2459,2459,0.0,0.0,35.31,183.069542181344,2017-04-13 12:00:00
2460,2460,0.0,0.0,35.48,183.069542181344,2017-04-13 13:00:00
2461,2461,0.0,0.0,35.19,183.069542181344,2017-04-13 14:00:00
2462,2462,0.0,0.0,33.76,183.069542181344,2017-04-13 15:00:00
2463,2463,0.0,0.0,32.99,183.069542181344,2017-04-13 16:00:00
2464,2464,0.0,0.0,33.08,183.069542181344,2017-04-13 17:00:00
2465,2465,0.0,0.0,32.65,183.069542181344,2017-04-13 18:00:00
2466,2466,0.0,68.7817782917155,35.65,183.069542181344,2017-04-13 19:00:00
2467,2467,0.0,100.0,39.52,108.465228909328,2017-04-13 20:00:00
2468,2468,0.0,0.0,33.53,0.0,2017-04-13 21:00:00
2469,2469,-0.0,0.0,25.51,0.0,2017-04-13 22:00:00
2470,2470,-0.0,0.0,23.13,0.0,2017-04-13 23:00:00
2471,2471,0.0,0.0,23.35,0.0,2017-04-14 00:00:00
2472,2472,-0.0,0.0,21.99,0.0,2017-04-14 01:00:00
2473,2473,100.0,0.0,20.57,0.0,2017-04-14 02:00:00
2474,2474,100.0,0.0,20.39,92.1954445729289,2017-04-14 03:00:00
2475,2475,16.9304578186562,0.0,20.73,184.390889145858,2017-04-14 04:00:00
2476,2476,-0.0,0.0,23.24,200.0,2017-04-14 05:00:00
2477,2477,0.0,0.0,27.9,200.0,2017-04-14 06:00:00
2478,2478,0.0,0.0,30.94,200.0,2017-04-14 07:00:00
2479,2479,0.0,0.0,35.59,200.0,2017-04-14 08:00:00
2480,2480,0.0,31.2182217082845,35.72,200.0,2017-04-14 09:00:00
2481,2481,0.0,0.0,35.22,166.139084362688,2017-04-14 10:00:00
2482,2482,0.0,0.0,34.0,166.139084362688,2017-04-14 11:00:00
2483,2483,0.0,0.0,32.67,166.139084362688,2017-04-14 12:00:00
2484,2484,0.0,0.0,32.47,166.139084362688,2017-04-14 13:00:00
2485,2485,0.0,0.0,31.85,166.139084362688,2017-04-14 14:00:00
2486,2486,0.0,0.0,31.04,166.139084362688,2017-04-14 15:00:00
2487,2487,0.0,0.0,31.27,166.139084362688,2017-04-14 16:00:00
2488,2488,0.0,0.0,31.61,166.139084362688,2017-04-14 17:00:00
2489,2489,0.0,0.0,32.05,166.139084362688,2017-04-14 18:00:00
2490,2490,0.0,53.1726674375733,35.34,166.139084362688,2017-04-14 19:00:00
2491,2491,0.0,100.0,39.07,108.465228909328,2017-04-14 20:00:00
2492,2492,0.0,0.0,31.62,0.0,2017-04-14 21:00:00
2493,2493,-0.0,0.0,25.21,0.0,2017-04-14 22:00:00
2494,2494,-0.0,0.0,23.47,0.0,2017-04-14 23:00:00
2495,2495,-0.0,0.0,21.3,0.0,2017-04-15 00:00:00
2496,2496,-0.0,0.0,20.13,0.0,2017-04-15 01:00:00
2497,2497,16.9304578186562,0.0,19.16,0.0,2017-04-15 02:00:00
2498,2498,100.0,0.0,18.86,15.6091108541422,2017-04-15 03:00:00
2499,2499,100.0,0.0,18.14,107.804555427071,2017-04-15 04:00:00
2500,2500,-0.0,0.0,19.58,200.0,2017-04-15 05:00:00
2501,2501,-0.0,0.0,19.65,200.0,2017-04-15 06:00:00
2502,2502,0.0,0.0,25.16,200.0,2017-04-15 07:00:00
2503,2503,0.0,0.0,28.02,200.0,2017-04-15 08:00:00
2504,2504,0.0,0.0,31.02,200.0,2017-04-15 09:00:00
2505,2505,0.0,46.8273325624267,31.04,200.0,2017-04-15 10:00:00
2506,2506,0.0,0.0,28.97,149.208626544032,2017-04-15 11:00:00
2507,2507,0.0,0.0,27.52,149.208626544032,2017-04-15 12:00:00
2508,2508,0.0,0.0,26.95,149.208626544032,2017-04-15 13:00:00
2509,2509,0.0,0.0,23.74,149.208626544032,2017-04-15 14:00:00
2510,2510,18.3636598284026,0.0,23.64,149.208626544032,2017-04-15 15:00:00
2511,2511,0.0,0.0,24.29,166.139084362688,2017-04-15 16:00:00
2512,2512,0.0,0.0,26.49,166.139084362688,2017-04-15 17:00:00
2513,2513,0.0,0.0,27.91,166.139084362688,2017-04-15 18:00:00
2514,2514,0.0,53.1726674375733,31.03,166.139084362688,2017-04-15 19:00:00
2515,2515,0.0,100.0,32.82,108.465228909328,2017-04-15 20:00:00
2516,2516,0.0,0.0,29.24,0.0,2017-04-15 21:00:00
2517,2517,-0.0,0.0,22.43,0.0,2017-04-15 22:00:00
2518,2518,-0.0,0.0,20.37,0.0,2017-04-15 23:00:00
2519,2519,-0.0,0.0,20.09,0.0,2017-04-16 00:00:00
2520,2520,-0.0,0.0,18.45,0.0,2017-04-16 01:00:00
2521,2521,0.0,0.0,19.12,0.0,2017-04-16 02:00:00
2522,2522,16.9304578186562,0.0,18.38,0.0,2017-04-16 03:00:00
2523,2523,0.0,0.0,18.62,15.6091108541422,2017-04-16 04:00:00
2524,2524,0.0,0.0,18.42,15.6091108541422,2017-04-16 05:00:00
2525,2525,100.0,0.0,16.99,15.6091108541422,2017-04-16 06:00:00
2526,2526,100.0,0.0,18.16,107.804555427071,2017-04-16 07:00:00
2527,2527,0.0,0.0,22.28,200.0,2017-04-16 08:00:00
2528,2528,0.0,0.0,26.62,200.0,2017-04-16 09:00:00
2529,2529,0.0,0.0,26.0,200.0,2017-04-16 10:00:00
2530,2530,0.0,0.0,28.25,200.0,2017-04-16 11:00:00
2531,2531,0.0,0.0,29.86,200.0,2017-04-16 12:00:00
2532,2532,0.0,0.0,32.24,200.0,2017-04-16 13:00:00
2533,2533,0.0,0.0,31.69,200.0,2017-04-16 14:00:00
2534,2534,0.0,0.0,35.0,200.0,2017-04-16 15:00:00
2535,2535,0.0,0.0,31.85,200.0,2017-04-16 16:00:00
2536,2536,0.0,0.0,32.01,200.0,2017-04-16 17:00:00
2537,2537,0.0,0.0,32.5,200.0,2017-04-16 18:00:00
2538,2538,0.0,84.3908891458578,41.39,200.0,2017-04-16 19:00:00
2539,2539,0.0,100.0,41.44,108.465228909328,2017-04-16 20:00:00
2540,2540,0.0,0.0,36.96,0.0,2017-04-16 21:00:00
2541,2541,-0.0,0.0,28.12,0.0,2017-04-16 22:00:00
2542,2542,-0.0,0.0,24.12,0.0,2017-04-16 23:00:00
2543,2543,-0.0,0.0,20.92,0.0,2017-04-17 00:00:00
2544,2544,-0.0,0.0,19.97,0.0,2017-04-17 01:00:00
2545,2545,16.9304578186562,0.0,18.63,0.0,2017-04-17 02:00:00
2546,2546,100.0,0.0,18.49,15.6091108541422,2017-04-17 03:00:00
2547,2547,100.0,0.0,18.28,107.804555427071,2017-04-17 04:00:00
2548,2548,-0.0,0.0,19.64,200.0,2017-04-17 05:00:00
2549,2549,-0.0,0.0,23.62,200.0,2017-04-17 06:00:00
2550,2550,0.0,0.0,30.32,200.0,2017-04-17 07:00:00
2551,2551,0.0,0.0,36.57,200.0,2017-04-17 08:00:00
2552,2552,0.0,0.0,41.11,200.0,2017-04-17 09:00:00
2553,2553,0.0,15.6091108541422,42.11,200.0,2017-04-17 10:00:00
2554,2554,0.0,0.0,41.43,183.069542181344,2017-04-17 11:00:00
2555,2555,0.0,0.0,41.4,183.069542181344,2017-04-17 12:00:00
2556,2556,0.0,0.0,40.24,183.069542181344,2017-04-17 13:00:00
2557,2557,0.0,0.0,40.01,183.069542181344,2017-04-17 14:00:00
2558,2558,0.0,0.0,39.97,183.069542181344,2017-04-17 15:00:00
2559,2559,0.0,0.0,40.86,183.069542181344,2017-04-17 16:00:00
2560,2560,0.0,0.0,40.3,183.069542181344,2017-04-17 17:00:00
2561,2561,0.0,0.0,40.24,183.069542181344,2017-04-17 18:00:00
2562,2562,0.0,68.7817782917155,42.11,183.069542181344,2017-04-17 19:00:00
2563,2563,0.0,100.0,44.1,108.465228909328,2017-04-17 20:00:00
2564,2564,-0.0,0.0,35.69,0.0,2017-04-17 21:00:00
2565,2565,-0.0,0.0,27.27,0.0,2017-04-17 22:00:00
2566,2566,-0.0,0.0,22.46,0.0,2017-04-17 23:00:00
2567,2567,0.0,0.0,23.04,0.0,2017-04-18 00:00:00
2568,2568,-0.0,0.0,21.29,0.0,2017-04-18 01:00:00
2569,2569,16.9304578186562,0.0,19.45,0.0,2017-04-18 02:00:00
2570,2570,100.0,0.0,18.39,15.6091108541422,2017-04-18 03:00:00
2571,2571,100.0,0.0,18.72,107.804555427071,2017-04-18 04:00:00
2572,2572,-0.0,0.0,21.72,200.0,2017-04-18 05:00:00
2573,2573,-0.0,0.0,28.54,200.0,2017-04-18 06:00:00
2574,2574,0.0,0.0,35.85,200.0,2017-04-18 07:00:00
2575,2575,0.0,0.0,40.09,200.0,2017-04-18 08:00:00
2576,2576,0.0,0.0,41.82,200.0,2017-04-18 09:00:00
2577,2577,0.0,0.0,42.16,200.0,2017-04-18 10:00:00
2578,2578,0.0,15.6091108541422,43.24,200.0,2017-04-18 11:00:00
2579,2579,0.0,0.0,40.69,183.069542181344,2017-04-18 12:00:00
2580,2580,0.0,0.0,39.98,183.069542181344,2017-04-18 13:00:00
2581,2581,0.0,0.0,38.97,183.069542181344,2017-04-18 14:00:00
2582,2582,18.3636598284026,0.0,36.07,183.069542181344,2017-04-18 15:00:00
2583,2583,0.0,0.0,36.75,200.0,2017-04-18 16:00:00
2584,2584,0.0,0.0,38.2,200.0,2017-04-18 17:00:00
2585,2585,0.0,0.0,37.93,200.0,2017-04-18 18:00:00
2586,2586,0.0,84.3908891458578,45.27,200.0,2017-04-18 19:00:00
2587,2587,0.0,100.0,48.2,108.465228909328,2017-04-18 20:00:00
2588,2588,0.0,0.0,38.04,0.0,2017-04-18 21:00:00
2589,2589,-0.0,0.0,27.61,0.0,2017-04-18 22:00:00
2590,2590,-0.0,0.0,23.32,0.0,2017-04-18 23:00:00
2591,2591,0.0,0.0,24.46,0.0,2017-04-19 00:00:00
2592,2592,0.0,0.0,23.9,0.0,2017-04-19 01:00:00
2593,2593,100.0,0.0,22.07,0.0,2017-04-19 02:00:00
2594,2594,100.0,0.0,21.6,92.1954445729289,2017-04-19 03:00:00
2595,2595,16.9304578186562,0.0,22.34,184.390889145858,2017-04-19 04:00:00
2596,2596,0.0,0.0,24.58,200.0,2017-04-19 05:00:00
2597,2597,0.0,0.0,29.26,200.0,2017-04-19 06:00:00
2598,2598,0.0,0.0,33.11,200.0,2017-04-19 07:00:00
2599,2599,0.0,0.0,38.13,200.0,2017-04-19 08:00:00
2600,2600,0.0,0.0,41.73,200.0,2017-04-19 09:00:00
2601,2601,0.0,0.0,41.62,200.0,2017-04-19 10:00:00
2602,2602,0.0,0.0,41.61,200.0,2017-04-19 11:00:00
2603,2603,0.0,0.0,39.01,200.0,2017-04-19 12:00:00
2604,2604,0.0,0.0,38.25,200.0,2017-04-19 13:00:00
2605,2605,0.0,0.0,37.36,200.0,2017-04-19 14:00:00
2606,2606,0.0,0.0,37.44,200.0,2017-04-19 15:00:00
2607,2607,0.0,0.0,38.32,200.0,2017-04-19 16:00:00
2608,2608,0.0,0.0,39.72,200.0,2017-04-19 17:00:00
2609,2609,0.0,0.0,40.34,200.0,2017-04-19 18:00:00
2610,2610,0.0,84.3908891458578,48.27,200.0,2017-04-19 19:00:00
2611,2611,0.0,100.0,53.36,108.465228909328,2017-04-19 20:00:00
2612,2612,-0.0,0.0,36.25,0.0,2017-04-19 21:00:00
2613,2613,-0.0,0.0,27.32,0.0,2017-04-19 22:00:00
2614,2614,-0.0,0.0,24.41,0.0,2017-04-19 23:00:00
2615,2615,0.0,0.0,24.54,0.0,2017-04-20 00:00:00
2616,2616,-0.0,0.0,21.1,0.0,2017-04-20 01:00:00
2617,2617,16.9304578186562,0.0,19.39,0.0,2017-04-20 02:00:00
2618,2618,100.0,0.0,19.18,15.6091108541422,2017-04-20 03:00:00
2619,2619,100.0,0.0,19.37,107.804555427071,2017-04-20 04:00:00
2620,2620,-0.0,0.0,22.23,200.0,2017-04-20 05:00:00
2621,2621,-0.0,0.0,27.91,200.0,2017-04-20 06:00:00
2622,2622,0.0,0.0,34.71,200.0,2017-04-20 07:00:00
2623,2623,0.0,0.0,41.81,200.0,2017-04-20 08:00:00
2624,2624,0.0,15.6091108541422,45.74,200.0,2017-04-20 09:00:00
2625,2625,0.0,0.0,45.59,183.069542181344,2017-04-20 10:00:00
2626,2626,0.0,0.0,45.46,183.069542181344,2017-04-20 11:00:00
2627,2627,0.0,0.0,44.17,183.069542181344,2017-04-20 12:00:00
2628,2628,0.0,0.0,44.72,183.069542181344,2017-04-20 13:00:00
2629,2629,0.0,0.0,43.98,183.069542181344,2017-04-20 14:00:00
